AC,ID,DE,TP
RF01970,RMST_9,Rhabdomyosarcoma 2 associated transcript conserved region 9,Gene; lncRNA;
RF01971,RMST_10,Rhabdomyosarcoma 2 associated transcript conserved region 10,Gene; lncRNA;
RF01972,H19_1,H19 conserved region 1,Gene; lncRNA;
RF01973,H19_2,H19 conserved region 2,Gene; lncRNA;
RF01974,H19_3,H19 conserved region 3,Gene; lncRNA;
RF01975,HOTAIRM1_1,HOX antisense intergenic RNA myeloid 1 conserved region 1,Gene; lncRNA;
RF01976,HOTAIRM1_2,HOX antisense intergenic RNA myeloid 1 conserved region 2,Gene; lncRNA;
RF01977,HOTAIRM1_3,HOX antisense intergenic RNA myeloid 1 conserved region 3,Gene; lncRNA;
RF01978,HOTAIRM1_4,HOX antisense intergenic RNA myeloid 1 conserved region 4,Gene; lncRNA;
RF01979,HOTAIRM1_5,HOX antisense intergenic RNA myeloid 1 conserved region 5,Gene; lncRNA;
RF01981,PCGEM1,Prostate-specific transcript 1,Gene; lncRNA;
RF01982,PYLIS_1,Pyrrolysine insertion sequence 1,Cis-reg;
RF01983,Pinc,Pregnancy induced noncoding RNA,Gene; lncRNA;
RF01984,ZEB2_AS1_1,ZEB2 antisense RNA 1 conserved region 1,Gene; lncRNA;
RF01985,ZEB2_AS1_2,ZEB2 antisense RNA 1 conserved region 2,Gene; lncRNA;
RF01986,ZEB2_AS1_3,ZEB2 antisense RNA 1 conserved region 3,Gene; lncRNA;
RF01987,ZEB2_AS1_4,ZEB2 antisense RNA 1 conserved region 4,Gene; lncRNA;
RF01988,SECIS_2,Selenocysteine insertion sequence 2,Cis-reg;
RF01989,SECIS_3,Selenocysteine insertion sequence 3,Cis-reg;
RF01990,SECIS_4,Selenocysteine insertion sequence 4,Cis-reg;
RF01991,SECIS_5,Selenocysteine insertion sequence 5,Cis-reg;
RF01992,VIS1,Viral integration site 1,Gene; lncRNA;
RF01996,mir-995,microRNA mir-995,Gene; miRNA;
RF01997,mir-969,microRNA mir-969,Gene; miRNA;
RF01998,group-II-D1D4-1,Group II catalytic intron D1-D4-1,Intron;
RF01999,group-II-D1D4-2,Group II catalytic intron D1-D4-2,Intron;
RF02000,MIR1846,microRNA MIR1846,Gene; miRNA;
RF02001,group-II-D1D4-3,Group II catalytic intron D1-D4-3,Intron;
RF02003,group-II-D1D4-4,Group II catalytic intron D1-D4-4,Intron;
RF02004,group-II-D1D4-5,Group II catalytic intron D1-D4-5,Intron;
RF02005,group-II-D1D4-6,Group II catalytic intron D1-D4-6,Intron;
RF02006,mir-1253,microRNA mir-1253,Gene; miRNA;
RF02007,mir-1237,microRNA mir-1237,Gene; miRNA;
RF02008,mir-621,microRNA mir-621,Gene; miRNA;
RF02009,mir-987,microRNA mir-987,Gene; miRNA;
RF02010,mir-3180,microRNA mir-3180,Gene; miRNA;
RF02011,mir-575,microRNA mir-575,Gene; miRNA;
RF02012,group-II-D1D4-7,Group II catalytic intron D1-D4-7,Intron;
RF02014,mir-1178,microRNA mir-1178,Gene; miRNA;
RF02015,mir-1287,microRNA mir-1287,Gene; miRNA;
RF02016,mir-1183,microRNA mir-1183,Gene; miRNA;
RF02017,mir-1912,microRNA mir-1912,Gene; miRNA;
RF02018,mir-1207,microRNA mir-1207,Gene; miRNA;
RF02019,mir-1265,microRNA mir-1265,Gene; miRNA;
RF02020,mir-25,microRNA mir-25,Gene; miRNA;
RF02021,mir-3179,microRNA mir-3179,Gene; miRNA;
RF02022,mir-1275,microRNA mir-1275,Gene; miRNA;
RF02023,mir-1208,microRNA mir-1208,Gene; miRNA;
RF02024,mir-1180,microRNA mir-1180,Gene; miRNA;
RF02025,mir-3017,microRNA mir-3017,Gene; miRNA;
RF02026,mir-2833,microRNA mir-2833,Gene; miRNA;
RF02027,MIR2907,microRNA MIR2907,Gene; miRNA;
RF02028,mir-1827,microRNA mir-1827,Gene; miRNA;
RF02029,sraA,sraA,Gene; sRNA;
RF02030,tp2,tp2,Gene; sRNA;
RF02031,tpke11,tpke11,Gene; sRNA;
RF02032,GOLLD,"Giant, ornate, lake- and Lactobacillales-derived (GOLLD) RNA",Gene;
RF02033,HEARO,HNH endonuclease-associated RNA and ORF (HEARO) RNA,Gene;
RF02034,IMES-1,IMES-1 RNA motif,Gene;
RF02035,IMES-2,IMES-2 RNA motif,Gene;
RF02036,IMES-3,IMES-3 RNA motif,Gene;
RF02037,IMES-4,IMES-4 RNA motif,Gene;
RF02038,SPRY4-IT1_1,SPRY4-IT1 conserved region 1,Gene; lncRNA;
RF02039,SPRY4-IT1_2,SPRY4-IT1 conserved region 2,Gene; lncRNA;
RF02040,HOTTIP_1,"HOXA transcript at the distal tip, conserved region 1",Gene; lncRNA;
RF02041,HOTTIP_2,"HOXA transcript at the distal tip, conserved region 2",Gene; lncRNA;
RF02042,HOTTIP_3,"HOXA transcript at the distal tip, conserved region 3",Gene; lncRNA;
RF02043,HOTTIP_4,"HOXA transcript at the distal tip, conserved region 4",Gene; lncRNA;
RF02044,CDKN2B-AS_2,CDKN2B antisense RNA 1 convserved region 2,Gene; lncRNA;
RF02045,CDKN2B-AS_3,CDKN2B antisense RNA 1 convserved region 3,Gene; lncRNA;
RF02046,Sphinx_1,Sphinx_ conserved region 1,Gene; lncRNA;
RF02047,Sphinx_2,Sphinx conserved region 2,Gene; lncRNA;
RF02048,STnc30,Salmonella enterica conserved region STnc30,Gene; sRNA;
RF02049,STnc460,Salmonella enterica sRNA STnc460,Gene; sRNA;
RF02050,STnc470,Salmonella enterica sRNA STnc470,Gene; sRNA;
RF02051,STnc450,Enterobacterial sRNA STnc450,Gene; sRNA;
RF02052,STnc630,Enterobacterial sRNA STnc630,Gene; sRNA;
RF02053,STnc430,Enterobacterial sRNA STnc430,Gene; sRNA;
RF02054,STnc420,Salmonella enterica sRNA STnc420,Gene; sRNA;
RF02055,STnc380,Enterobacterial sRNA STnc380,Gene; sRNA;
RF02056,STnc390,Salmonella sRNA STnc390,Gene; sRNA;
RF02057,STnc40,Salmonella enterica sRNA STnc40,Gene; sRNA;
RF02058,STnc400,Gammaproteobacterial sRNA STnc400,Gene;
RF02059,STnc50,Salmonella enterica sRNA STnc40,Gene; sRNA;
RF02060,STnc410,Enterobacterial sRNA STnc410,Gene; sRNA;
RF02061,mir-301,microRNA mir-301,Gene; miRNA;
RF02062,STnc361,Salmonella enterica sRNA STnc361,Gene; sRNA;
RF02063,STnc350,Salmonella enterica sRNA STnc350,Gene; sRNA;
RF02064,STnc370,Enterobacterial sRNA STnc370,Gene; sRNA;
RF02065,STnc340,Enterobacterial sRNA STnc340,Gene; sRNA;
RF02066,STnc320,Salmonella enterica sRNA STnc320,Gene; sRNA;
RF02067,STnc310,Salmonella enterica sRNA STnc310,Gene; sRNA;
RF02068,STnc480,Enterobacterial sRNA STnc480,Gene; sRNA;
RF02069,STnc70,Enterobacterial sRNA STnc70,Gene; sRNA;
RF02070,STnc300,Salmonella enterica sRNA STnc300,Gene; sRNA;
RF02071,STnc280,Salmonella enterica sRNA STnc280,Gene; sRNA;
RF02072,STnc590,Salmonella enterica sRNA STnc590,Gene; sRNA;
RF02073,STnc260,Salmonella enterica sRNA STnc260,Gene; sRNA;
RF02074,STnc240,Enterobacterial sRNA STnc240,Gene; sRNA;
RF02075,STnc230,Enterobacterial sRNA STnc230,Gene; sRNA;
RF02076,STnc100,Gammaproteobacterial sRNA STnc100,Gene; sRNA;
RF02077,STnc220,Salmonella enterica sRNA STnc220,Gene; sRNA;
RF02078,STnc210,Salmonella enterica sRNA STnc210,Gene; sRNA;
RF02079,STnc180,Enterobacterial sRNA STnc180,Gene; sRNA;
RF02080,STnc170,Salmonella enterica sRNA STnc170,Gene; sRNA;
RF02081,STnc550,Enterobacterial sRNA STnc550,Gene; sRNA;
RF02082,STnc540,Enterobacterial sRNA STnc540,Gene; sRNA;
RF02083,OrzO-P,OrzO-P RNA antitoxin family,Gene; antitoxin;
RF02084,STnc130,Enterobacteria sRNA STnc130,Gene; sRNA;
RF02085,Yar_1,Yellow-achaete intergenic RNA conserved region 1,Gene; lncRNA;
RF02086,Yar_2,Yellow-achaete intergenic RNA conserved region 2,Gene; lncRNA;
RF02087,Yar_3,Yellow-achaete intergenic RNA conserved region 3,Gene; lncRNA;
RF02088,STnc510,Enterobacterial sRNA STnc510,Gene; sRNA;
RF02089,CLRN1-AS1,CLRN1 antisense RNA 1 conserved region,Gene; lncRNA;
RF02090,DAOA-AS1_1,DAOA antisense RNA 1 conserved region 1,Gene; lncRNA;
RF02091,DAOA-AS1_2,DAOA antisense RNA 1 conserved region 2,Gene; lncRNA;
RF02092,mir-2970,mir-2970 microRNA precursor,Gene; miRNA;
RF02093,mir-2968,mir-2968 microRNA precursor,Gene; miRNA;
RF02094,mir-1803,mir-1803 microRNA precursor,Gene; miRNA;
RF02095,mir-2985-2,mir-2985-2 microRNA precursor,Gene; miRNA;
RF02097,mir-1662,mir-1662 microRNA precursor,Gene; miRNA;
RF02098,DGCR5,DiGeorge syndrome critical region gene 5 conserved region,Gene; lncRNA;
RF02099,rivX,rivX sRNA,Gene; sRNA;
RF02100,tfoR,Translational regulator of tfoXVC,Gene; sRNA;
RF02101,HULC,Highly up-regulated in liver cancer conserved region,Gene; lncRNA;
RF02102,DISC2,Disrupted in schizophrenia 2 conserved region,Gene; lncRNA;
RF02103,DLEU1_1,Deleted in lymphocytic leukemia 1 conserved region 1,Gene; lncRNA;
RF02104,DLEU1_2,Deleted in lymphocytic leukemia 1 conserved region 2,Gene; lncRNA;
RF02105,DLEU2_1,Deleted in lymphocytic leukemia 2 conserved region 1,Gene; lncRNA;
RF02106,DLEU2_2,Deleted in lymphocytic leukemia 2 conserved region 2,Gene; lncRNA;
RF02107,DLEU2_3,Deleted in lymphocytic leukemia 2 conserved region 3,Gene; lncRNA;
RF02108,DLEU2_4,Deleted in lymphocytic leukemia 2 conserved region 4,Gene; lncRNA;
RF02109,DLEU2_5,Deleted in lymphocytic leukemia 2 conserved region 5,Gene; lncRNA;
RF02110,DLEU2_6,Deleted in lymphocytic leukemia 2 conserved region 6,Gene; lncRNA;
RF02111,IS009,IS009,Gene;
RF02112,DLG2-AS1_1,DLG2 antisense RNA 1 conserved region 1,Gene; lncRNA;
RF02113,DLG2-AS1_2,DLG2 antisense RNA 1 conserved region 2,Gene; lncRNA;
RF02114,FAM13A-AS1_1,FAM13A antisense RNA 1 conserved region 1,Gene; lncRNA;
RF02115,FAM13A-AS1_2,FAM13A antisense RNA 1 conserved region 2,Gene; lncRNA;
RF02116,FAS-AS1,FAS antisense RNA 1 conserved region,Gene; lncRNA;
RF02117,FMR1-AS1_1,FMR1 antisense RNA 1 conserved region 1,Gene; lncRNA;
RF02118,FMR1-AS1_2,FMR1 antisense RNA 1 conserved region 2,Gene; lncRNA;
RF02119,FTX_1,"FTX transcript, XIST regulator conserved region 1",Gene; lncRNA;
RF02120,FTX_2,"FTX transcript, XIST regulator conserved region 2",Gene; lncRNA;
RF02121,FTX_3,"FTX transcript, XIST regulator conserved region 3",Gene; lncRNA;
RF02122,FTX_5,"FTX transcript, XIST regulator conserved region 5",Gene; lncRNA;
RF02123,FTX_4,"FTX transcript, XIST regulator conserved region 4",Gene; lncRNA;
RF02124,JPX_1,"JPX transcript, XIST activator conserved region 1",Gene; lncRNA;
RF02125,JPX_2,"JPX transcript, XIST activator conserved region 2",Gene; lncRNA;
RF02126,GHRLOS,Ghrelin opposite strand RNA conserved region,Gene; lncRNA;
RF02127,GNAS-AS1_1,GNAS antisense RNA 1 conserved region 1,Gene; lncRNA;
RF02128,GNAS-AS1_2,GNAS antisense RNA 1 conserved region 2,Gene; lncRNA;
RF02129,GNAS-AS1_3,GNAS antisense RNA 1 conserved region 3,Gene; lncRNA;
RF02130,GNAS-AS1_4,GNAS antisense RNA 1 conserved region 4,Gene; lncRNA;
RF02131,GNAS-AS1_5,GNAS antisense RNA 1 conserved region 5,Gene; lncRNA;
RF02132,HOXB13-AS1_1,HOXB13 antisense RNA 1 conserved region 1,Gene; lncRNA;
RF02133,HOXB13-AS1_2,HOXB13 antisense RNA 1 conserved region 2,Gene; lncRNA;
RF02134,HTT-AS1_1,HTT antisense RNA 1 conserved region 1,Gene; lncRNA;
RF02135,HTT-AS1_2,HTT antisense RNA 1 conserved region 2,Gene; lncRNA;
RF02136,HTT-AS1_3,HTT antisense RNA 1 conserved region 3,Gene; lncRNA;
RF02137,HOXA11-AS1_1,HOXA11 antisense RNA 1 conserved region 1,Gene; lncRNA;
RF02138,HOXA11-AS1_2,HOXA11 antisense RNA 1 conserved region 2,Gene; lncRNA;
RF02139,HOXA11-AS1_3,HOXA11 antisense RNA 1 conserved region 3,Gene; lncRNA;
RF02140,HOXA11-AS1_4,HOXA11 antisense RNA 1 conserved region 4,Gene; lncRNA;
RF02141,HOXA11-AS1_5,HOXA11 antisense RNA 1 conserved region 5,Gene; lncRNA;
RF02142,HOXA11-AS1_6,HOXA11 antisense RNA 1 conserved region 6,Gene; lncRNA;
RF02143,HYMAI,Hydatidiform mole associated and imprinted conserved region 1,Gene; lncRNA;
RF02144,rsmX,rsmX,Gene;
RF02145,MEG8_1,Maternally expressed 8 exon 1,Gene; lncRNA;
RF02146,MEG8_2,Maternally expressed 8 exon 2,Gene; lncRNA;
RF02147,MEG8_3,Maternally expressed 8 exon 3,Gene; lncRNA;
RF02148,MESTIT1_1,"MEST intronic transcript 1, antisense RNA conserved region 1",Gene; lncRNA;
RF02149,MESTIT1_2,"MEST intronic transcript 1, antisense RNA conserved region 2",Gene; lncRNA;
RF02150,MESTIT1_3,"MEST intronic transcript 1, antisense RNA conserved region 3",Gene; lncRNA;
RF02151,MIMT1_1,MER1 repeat containing imprinted transcript 1 conserved region 1,Gene; lncRNA;
RF02153,NBR2,Neighbour of BRCA1 gene 2 converved region,Gene; lncRNA;
RF02154,NCRUPAR_1,"Non-protein coding RNA, upstream of F2R/PAR1 conserved region 1",Gene; lncRNA;
RF02155,NCRUPAR_2,"Non-protein coding RNA, upstream of F2R/PAR1 conserved region 2",Gene; lncRNA;
RF02156,NPPA-AS1_1,NPPA antisense RNA 1 conserved region 1,Gene; lncRNA;
RF02157,NPPA-AS1_2,NPPA antisense RNA 1 conserved region 2,Gene; lncRNA;
RF02158,NPPA-AS1_3,NPPA antisense RNA 1 conserved region 3,Gene; lncRNA;
RF02159,PART1_1,Prostate androgen-regulated transcript 1 conserved region 1,Gene; lncRNA;
RF02160,PART1_2,Prostate androgen-regulated transcript 1 conserved region 2,Gene; lncRNA;
RF02161,PART1_3,Prostate androgen-regulated transcript 1 conserved region 3,Gene; lncRNA;
RF02162,XIST_A_REPEAT,XIST RNA A repeat,Gene; sRNA;
RF02163,sR-tMet,Small nucleolar RNA sR-tMet,Gene; snRNA; snoRNA; CD-box;
RF02164,PVT1_1,Pvt1 oncogene conserved region 1,Gene; lncRNA;
RF02165,PVT1_2,Pvt1 oncogene conserved region 2,Gene; lncRNA;
RF02166,PVT1_3,Pvt1 oncogene conserved region 3,Gene; lncRNA;
RF02167,PVT1_4,Pvt1 oncogene conserved region 4,Gene; lncRNA;
RF02168,PVT1_5,Pvt1 oncogene conserved region 5,Gene; lncRNA;
RF02169,PVT1_6,Pvt1 oncogene conserved region 6,Gene; lncRNA;
RF02170,PVT1_7,Pvt1 oncogene conserved region 7,Gene; lncRNA;
RF02171,RFPL3-AS1_1,RFPL3 antisense RNA 1 conserved region 1,Gene; lncRNA;
RF02172,RFPL3-AS1_2,RFPL3 antisense RNA 1 conserved region 2,Gene; lncRNA;
RF02173,SMAD5-AS1_1,SMAD5 antisense RNA 1 conserved region 1,Gene; lncRNA;
RF02174,SMAD5-AS1_2,SMAD5 antisense RNA 1 conserved region 2,Gene; lncRNA;
RF02175,SMAD5-AS1_3,SMAD5 antisense RNA 1 conserved region 3,Gene; lncRNA;
RF02176,SMAD5-AS1_4,SMAD5 antisense RNA 1 conserved region 4,Gene; lncRNA;
RF02177,SMCR2_1,"Smith-Magenis syndrome chromosome region, candidate 2 conserved region 1",Gene; lncRNA;
RF02178,SMCR2_2,"Smith-Magenis syndrome chromosome region, candidate 2 conserved region 2",Gene; lncRNA;
RF02179,ST7-AS1_1,ST7 antisense RNA 1 conserved region 1,Gene; lncRNA;
RF02180,ST7-AS1_2,ST7 antisense RNA 1 conserved region 2,Gene; lncRNA;
RF02181,ST7-AS2_1,ST7 antisense RNA 2 conserved region 1,Gene; lncRNA;
RF02182,ST7-AS2_2,ST7 antisense RNA 2 conserved region 2,Gene; lncRNA;
RF02183,ST7-OT3_1,ST7 overlapping transcript 3 conserved region 1,Gene; lncRNA;
RF02184,ST7-OT3_2,ST7 overlapping transcript 3 conserved region 2,Gene; lncRNA;
RF02185,ST7-OT3_3,ST7 overlapping transcript 3 conserved region 3,Gene; lncRNA;
RF02186,ST7-OT3_4,ST7 overlapping transcript 3 conserved region 4,Gene; lncRNA;
RF02187,ST7-OT4_1,ST7 overlapping transcript 4 conserved region 1,Gene; lncRNA;
RF02188,ST7-OT4_2,ST7 overlapping transcript 4 conserved region 2,Gene; lncRNA;
RF02189,ST7-OT4_3,ST7 overlapping transcript 4 conserved region 3,Gene; lncRNA;
RF02190,ST7-OT4_4,ST7 overlapping transcript 4 conserved region 4,Gene; lncRNA;
RF02191,TCL6_1,T-cell leukemia/lymphoma 6 conserved region 1,Gene; lncRNA;
RF02192,TCL6_2,T-cell leukemia/lymphoma 6 conserved region 2,Gene; lncRNA;
RF02193,TCL6_3,T-cell leukemia/lymphoma 6 conserved region 3,Gene; lncRNA;
RF02194,HPnc0260,Bacterial antisense RNA HPnc0260,Gene; antisense;
RF02195,TP53TG1_1,TP53 target 1 conserved region 1,Gene; lncRNA;
RF02196,TP53TG1_2,TP53 target 1 conserved region 2,Gene; lncRNA;
RF02197,TP73-AS1,TP73 antisense RNA 1 conserved region,Gene; lncRNA;
RF02198,TTC28-AS1_1,TTC28 antisense RNA 1 conserved region 1,Gene; lncRNA;
RF02199,TTC28-AS1_2,TTC28 antisense RNA 1 conserved region 2,Gene; lncRNA;
RF02200,TTC28-AS1_3,TTC28 antisense RNA 1 conserved region 3,Gene; lncRNA;
RF02201,TTC28-AS1_4,TTC28 antisense RNA 1 conserved region 4,Gene; lncRNA;
RF02202,UCA1,Urothelial cancer associated 1 conserved region,Gene; lncRNA;
RF02203,WT1-AS_1,WT1 antisense RNA conserved region 1,Gene; lncRNA;
RF02204,WT1-AS_2,WT1 antisense RNA conserved region 2,Gene; lncRNA;
RF02205,WT1-AS_3,WT1 antisense RNA conserved region 3,Gene; lncRNA;
RF02206,WT1-AS_4,WT1 antisense RNA conserved region 4,Gene; lncRNA;
RF02207,WT1-AS_5,WT1 antisense RNA conserved region 5,Gene; lncRNA;
RF02208,WT1-AS_6,WT1 antisense RNA conserved region 6,Gene; lncRNA;
RF02209,WT1-AS_7,WT1 antisense RNA conserved region 7,Gene; lncRNA;
RF02210,WT1-AS_8,WT1 antisense RNA conserved region 8,Gene; lncRNA;
RF02211,ZFAT-AS1_1,ZFAT antisense RNA 1 conserved region 1,Gene; lncRNA;
RF02212,ZFAT-AS1_2,ZFAT antisense RNA 1 conserved region 2,Gene; lncRNA;
RF02213,ZFAT-AS1_3,ZFAT antisense RNA 1 conserved region 3,Gene; lncRNA;
RF02214,mir-56,microRNA mir-56,Gene; miRNA;
RF02215,ZNFX1-AS1_1,ZNFX1 antisense RNA 1 conserved region 1,Gene; lncRNA;
RF02216,ZNFX1-AS1_2,ZNFX1 antisense RNA 1 conserved region 2,Gene; lncRNA;
RF02217,ZNFX1-AS1_3,ZNFX1 antisense RNA 1 conserved region 3,Gene; lncRNA;
RF02218,ZNRD1-AS1_1,ZNRD1 antisense RNA 1 conserved region 1,Gene; lncRNA;
RF02219,ZNRD1-AS1_2,ZNRD1 antisense RNA 1 conserved region 2,Gene; lncRNA;
RF02220,ZNRD1-AS1_3,ZNRD1 antisense RNA 1 conserved region 3,Gene; lncRNA;
RF02221,sRNA-Xcc1,sRNA-Xcc1,Gene; sRNA;
RF02222,sX2,Xanthomonas sRNA sX2,Gene; sRNA;
RF02223,sX4,Proteobacterial sRNA sX4,Gene; sRNA;
RF02224,sX5,Xanthomonadaceae sRNA sX5,Gene; sRNA;
RF02225,sX6,Proteobacterial sRNA sX6,Gene; sRNA;
RF02226,sX7,Xanthomonas sRNA sX7,Gene; sRNA;
RF02227,sX8,Proteobacterial sRNA sX8,Gene; sRNA;
RF02228,sX9,Xanthomonas sRNA sX9,Gene; sRNA;
RF02230,sX11,Proteobacterial sRNA sX11,Gene; sRNA;
RF02231,sX12,Xanthomonas sRNA sX12,Gene; sRNA;
RF02232,sX13,Xanthomonadaceae sRNA sX13,Gene; sRNA;
RF02233,sX14,Xanthomonas sRNA sX14/Xoo3,Gene; sRNA;
RF02234,sX15,Xanthomonadaceae sRNA sX15,Gene; sRNA;
RF02235,asX1,Xanthomonadaceae sRNA asX1,Gene; sRNA;
RF02236,asX2,Xanthomonas sRNA asX2,Gene; sRNA;
RF02237,asX3,Xanthomonas sRNA asX3,Gene; sRNA;
RF02238,asX4,Xanthomonas sRNA asX4/Xoo4,Gene; sRNA;
RF02239,asX6,Xanthomonas sRNA asX6,Gene; sRNA;
RF02240,Xoo1,Xanthomonadaceae sRNA Xoo1,Gene; sRNA;
RF02241,Xoo2,Xanthomonadaceae sRNA Xoo2,Gene; sRNA;
RF02242,Xoo5,Xanthomonadaceae sRNA Xoo5,Gene; sRNA;
RF02243,Xoo8,Proteobacterial sRNA Xoo8,Gene; sRNA;
RF02244,mir-785,microRNA mir-785,Gene; miRNA;
RF02245,mir-788,microRNA mir-788,Gene; miRNA;
RF02246,Six3os1_1,Six3os1 conserved region 1,Gene; lncRNA;
RF02247,Six3os1_2,Six3os1 conserved region 2,Gene; lncRNA;
RF02248,Six3os1_3,Six3os1 conserved region 3,Gene; lncRNA;
RF02249,Six3os1_4,Six3os1 conserved region 4,Gene; lncRNA;
RF02250,Six3os1_5,Six3os1 conserved region 5,Gene; lncRNA;
RF02251,Six3os1_6,Six3os1 conserved region 6,Gene; lncRNA;
RF02252,Six3os1_7,Six3os1 conserved region 7,Gene; lncRNA;
RF02253,IRE_II,Iron response element II,Cis-reg;
RF02254,mir-35,microRNA mir-35,Gene; miRNA;
RF02255,adapt33_1,Adaptive response 33 conserved region 1,Gene; lncRNA;
RF02256,adapt33_2,Adaptive response 33 conserved region 2,Gene; lncRNA;
RF02257,adapt33_3,Adaptive response 33 conserved region 3,Gene; lncRNA;
RF02258,adapt33_4,Adaptive response 33 conserved region 4,Gene; lncRNA;
RF02259,Vax2os1_1,Vax2os1 conserved region 1,Gene; lncRNA;
RF02260,MAT2A_A,MAT2A 3'UTR stem loop A,Cis-reg;
RF02261,MAT2A_B,MAT2A 3'UTR stem loop B,Cis-reg;
RF02262,MAT2A_C,MAT2A 3'UTR stem loop C,Cis-reg;
RF02263,MAT2A_D,MAT2A 3'UTR stem loop D,Cis-reg;
RF02264,MAT2A_E,MAT2A 3'UTR stem loop E,Cis-reg;
RF02265,MAT2A_F,MAT2A 3'UTR stem loop F,Cis-reg;
RF02266,XIST_intron,XIST 3' intron conserved motif,Gene; lncRNA;
RF02267,Vax2os1_2,Vax2os1 conserved region 2,Gene; lncRNA;
RF02268,MtlS,MtlS RNA,Gene; sRNA;
RF02269,HPnc0580,Heliobacter pylori small RNA HPnc0580,Gene; sRNA;
RF02270,nse_sRNA,Neisseria sigma-E sRNA,Gene;
RF02271,uc_338,TUC338,Cis-reg;
RF02272,Vax2os1_3,Vax2os1 conserved region 3,Gene; lncRNA;
RF02273,FsrA,FsrA,Gene;
RF02274,AniS,AniS,Gene;
RF02275,Hammerhead_HH9,Hammerhead ribozyme HH9,Gene; ribozyme;
RF02276,Hammerhead_II,Hammerhead ribozyme (type II),Gene; ribozyme;
RF02277,Hammerhead_HH10,Hammerhead ribozyme HH10,Gene; ribozyme;
RF02278,Betaproteobacteria_toxic_sRNA,Betaproteobacteria toxic small RNA,Gene; sRNA;
RF02279,TtnuCD1,Tetrahymena snoRNA TtnuCD1,Gene; snRNA; snoRNA; CD-box;
RF02280,TtnuCD3,Tetrahymena snoRNA TtnuCD3,Gene; snRNA; snoRNA; CD-box;
RF02281,TtnuCD4,Tetrahymena snoRNA TtnuCD4,Gene; snRNA; snoRNA; CD-box;
RF02282,TtnuCD5,Tetrahymena snoRNA TtnuCD5,Gene; snRNA; snoRNA; CD-box;
RF02283,TtnuCD6,Tetrahymena snoRNA TtnuCD6,Gene; snRNA; snoRNA; CD-box;
RF02284,TtnuCD7,Tetrahymena snoRNA TtnuCD7,Gene; snRNA; snoRNA; CD-box;
RF02285,TtnuCD8,Tetrahymena snoRNA TtnuCD8,Gene; snRNA; snoRNA; CD-box;
RF02286,TtnuCD9,Tetrahymena snoRNA TtnuCD9,Gene; snRNA; snoRNA; CD-box;
RF02287,TtnuCD10,Tetrahymena snoRNA TtnuCD10,Gene; snRNA; snoRNA; CD-box;
RF02288,TtnuCD11,Tetrahymena snoRNA TtnuCD11,Gene; snRNA; snoRNA; CD-box;
RF02289,TtnuCD13,Tetrahymena snoRNA TtnuCD13,Gene; snRNA; snoRNA; CD-box;
RF02290,TtnuCD14,Tetrahymena snoRNA TtnuCD14,Gene; snRNA; snoRNA; CD-box;
RF02291,TtnuCD15,Tetrahymena snoRNA TtnuCD15,Gene; snRNA; snoRNA; CD-box;
RF02292,TtnuCD16,Tetrahymena snoRNA TtnuCD16,Gene; snRNA; snoRNA; CD-box;
RF02293,TtnuCD17,Tetrahymena snoRNA TtnuCD17,Gene; snRNA; snoRNA; CD-box;
RF02294,TtnuCD18,Tetrahymena snoRNA TtnuCD18,Gene; snRNA; snoRNA; CD-box;
RF02295,TtnuCD19,Tetrahymena snoRNA TtnuCD19,Gene; snRNA; snoRNA; CD-box;
RF02296,TtnuCD20,Tetrahymena snoRNA TtnuCD20,Gene; snRNA; snoRNA; CD-box;
RF02297,TtnuCD21,Tetrahymena snoRNA TtnuCD21,Gene; snRNA; snoRNA; CD-box;
RF02298,TtnuCD22,Tetrahymena snoRNA TtnuCD22,Gene; snRNA; snoRNA; CD-box;
RF02299,TtnuCD23,Tetrahymena snoRNA TtnuCD23,Gene; snRNA; snoRNA; CD-box;
RF02300,TtnuCD24,Tetrahymena snoRNA TtnuCD24,Gene; snRNA; snoRNA; CD-box;
RF02301,TtnuCD25,Tetrahymena snoRNA TtnuCD25,Gene; snRNA; snoRNA; CD-box;
RF02302,TtnuCD26,Tetrahymena snoRNA TtnuCD26,Gene; snRNA; snoRNA; CD-box;
RF02303,TtnuCD28,Tetrahymena snoRNA TtnuCD28,Gene; snRNA; snoRNA; CD-box;
RF02304,TtnuCD29,Tetrahymena snoRNA TtnuCD29,Gene; snRNA; snoRNA; CD-box;
RF02305,TtnuCD31,Tetrahymena snoRNA TtnuCD31,Gene; snRNA; snoRNA; CD-box;
RF02306,TtnuCD32,Tetrahymena snoRNA TtnuCD32,Gene; snRNA; snoRNA; CD-box;
RF02307,TtnuCD33,Tetrahymena snoRNA TtnuCD33,Gene; snRNA; snoRNA; CD-box;
RF02308,TtnuCD34,Tetrahymena snoRNA TtnuCD34,Gene; snRNA; snoRNA; CD-box;
RF02309,TtnuHACA1,Tetrahymena snoRNA TtnuHACA1,Gene; snRNA; snoRNA; HACA-box;
RF02310,TtnuHACA2,Tetrahymena snoRNA TtnuHACA2,Gene; snRNA; snoRNA; HACA-box;
RF02311,TtnuHACA3,Tetrahymena snoRNA TtnuHACA3,Gene; snRNA; snoRNA; HACA-box;
RF02312,TtnuHACA5,Tetrahymena snoRNA TtnuHACA5,Gene; snRNA; snoRNA; HACA-box;
